id;file;predicted_keys;true_labels;true_positive;false_negative;false_positive;f1_score;recall;precision;
89;APCollegePhysics-OP_js6ZFp7.txt;5259;104;71;33;5188;0.026477717695319782;0.6826923076923077;0.013500665525765355;
90;J-1.txt;587;15;6;9;581;0.019933554817275746;0.4;0.010221465076660987;
91;J-10.txt;851;14;3;11;848;0.006936416184971098;0.21428571428571427;0.0035252643948296123;
92;J-11.txt;819;17;7;10;812;0.01674641148325359;0.4117647058823529;0.008547008547008548;
93;J-13.txt;567;14;3;11;564;0.010327022375215147;0.21428571428571427;0.005291005291005291;
94;J-14.txt;671;13;6;7;665;0.017543859649122806;0.46153846153846156;0.00894187779433681;
95;J-15.txt;1029;9;2;7;1027;0.0038535645472061657;0.2222222222222222;0.001943634596695821;
96;J-17.txt;730;13;5;8;725;0.013458950201884253;0.38461538461538464;0.00684931506849315;
97;J-18.txt;511;13;4;9;507;0.015267175572519083;0.3076923076923077;0.007827788649706457;
98;J-4.txt;656;13;8;5;648;0.02391629297458894;0.6153846153846154;0.012195121951219513;
99;J-7.txt;757;16;4;12;753;0.01034928848641656;0.25;0.005284015852047556;
100;J-8.txt;509;23;11;12;498;0.041353383458646614;0.4782608695652174;0.021611001964636542;
101;J-9.txt;836;29;17;12;819;0.03930635838150289;0.24155787277922142;0.06685051724468505;
